chr1	11691729	DRAXIN	ENSG00000162490	+
chr1	11736084	AGTRAP	ENSG00000177674	+
chr1	11761787	C1orf167	ENSG00000215910	+
chr1	11806920	MTHFR	ENSG00000177000	-
chr1	11806096	CLCN6	ENSG00000011021	+
chr1	11848345	NPPA	ENSG00000175206	-
chr1	11858931	NPPB	ENSG00000120937	-
chr1	11926428	KIAA2013	ENSG00000116685	-
chr1	11934205	PLOD1	ENSG00000083444	+
chr1	11980181	MFN2	ENSG00000116688	+
chr1	12019466	MIIP	ENSG00000116691	+
chr1	12063377	TNFRSF8	ENSG00000120949	+
chr1	12166943	TNFRSF1B	ENSG00000028137	+
chr1	12230067	VPS13D	ENSG00000048707	+
chr1	12617731	DHRS3	ENSG00000162496	-
chr1	12644547	AADACL4	ENSG00000204518	+
chr1	12716115	AADACL3	ENSG00000188984	+
chr1	12746215	C1orf158	ENSG00000157330	+
chr1	12774841	PRAMEF12	ENSG00000116726	+
chr1	12791397	PRAMEF1	ENSG00000116721	+
chr1	12831410	PRAMEF11	ENSG00000239810	-
chr1	12848725	HNRNPCL1	ENSG00000179172	-
chr1	12857086	PRAMEF2	ENSG00000120952	+
chr1	12886201	PRAMEF4	ENSG00000243073	-
chr1	12898270	PRAMEF10	ENSG00000187545	-
chr1	12916610	PRAMEF7	ENSG00000204510	+
chr1	12947580	PRAMEF6	ENSG00000232423	-
chr1	13056491	PRAMEF27	ENSG00000274764	-
chr1	13060853	PRAMEF25	ENSG00000229571	+
chr1	13060869	HNRNPCL3	ENSG00000277058	+
chr1	13116854	HNRNPCL2	ENSG00000275774	-
chr1	13155961	PRAMEF26	ENSG00000280267	-
chr1	13165467	HNRNPCL4	ENSG00000179412	-
chr1	13172455	PRAMEF9	ENSG00000204505	+
chr1	13254212	PRAMEF5	ENSG00000270601	+
chr1	13285174	PRAMEF8	ENSG00000182330	-
chr1	13303509	PRAMEF15	ENSG00000204501	+
chr1	13347134	PRAMEF14	ENSG00000204481	-
chr1	13371693	PRAMEF19	ENSG00000204480	-
chr1	13389632	PRAMEF17	ENSG00000204479	+
chr1	13410450	PRAMEF20	ENSG00000204478	+
chr1	13514048	LRRC38	ENSG00000162494	-
chr1	13583465	PDPN	ENSG00000162493	+
chr1	13700198	PRDM2	ENSG00000116731	+
chr1	13892792	KAZN	ENSG00000189337	+
chr1	15152532	TMEM51	ENSG00000171729	+
chr1	15247272	FHAD1	ENSG00000142621	+
chr1	15409895	EFHD2	ENSG00000142634	+
chr1	15438439	CTRC	ENSG00000162438	+
chr1	15456728	CELA2A	ENSG00000142615	+
chr1	15465909	CELA2B	ENSG00000215704	+
chr1	15526534	CASP9	ENSG00000132906	-
chr1	15526813	DNAJC16	ENSG00000116138	+
chr1	15585110	AGMAT	ENSG00000116771	-
chr1	15617500	DDI2	ENSG00000197312	+
chr1	15659869	RSC1A1	ENSG00000215695	+
chr1	15684332	PLEKHM2	ENSG00000116786	+
chr1	15736405	SLC25A34	ENSG00000162461	+
chr1	15742422	TMEM82	ENSG00000162460	+
chr1	15756607	FBLIM1	ENSG00000162458	+
chr1	15809348	UQCRHL	ENSG00000233954	-
chr1	15847864	SPEN	ENSG00000065526	+
chr1	15976132	ZBTB17	ENSG00000116809	-
chr1	16004236	C1orf64	ENSG00000183888	+
chr1	16019594	HSPB7	ENSG00000173641	-
chr1	16018875	CLCNKA	ENSG00000186510	+
chr1	16043736	CLCNKB	ENSG00000184908	+
chr1	16073632	FAM131C	ENSG00000185519	-
chr1	16156087	EPHA2	ENSG00000142627	-
chr1	16212609	ARHGEF19	ENSG00000142632	-
chr1	16237162	RSG1	ENSG00000132881	-
chr1	16352454	FBXO42	ENSG00000037637	-
chr1	16352575	SZRD1	ENSG00000055070	+
chr1	16437424	SPATA21	ENSG00000187144	-
chr1	16440672	NECAP2	ENSG00000157191	+
chr1	16539066	FAM231B	ENSG00000268991	+
chr1	16613562	NBPF1	ENSG00000219481	-
chr1	16673003	FAM231A	ENSG00000237847	+
chr1	16734461	FAM231C	ENSG00000279132	-
chr1	16740273	CROCC	ENSG00000058453	+
chr1	16980835	MFAP2	ENSG00000117122	-
chr1	17011928	ATP13A2	ENSG00000159363	-
chr1	17054170	SDHB	ENSG00000117118	-
chr1	17119435	PADI2	ENSG00000117115	-
chr1	17205126	PADI1	ENSG00000142623	+
chr1	17249098	PADI3	ENSG00000142619	+
chr1	17308195	PADI4	ENSG00000159339	+
chr1	17372196	PADI6	ENSG00000276747	+
chr1	17439724	RCC2	ENSG00000179051	-
chr1	17539835	ARHGEF10L	ENSG00000074964	+
chr1	17755313	ACTL8	ENSG00000117148	+
chr1	18107746	IGSF21	ENSG00000117154	+
chr1	18480982	KLHDC7A	ENSG00000179023	+
chr1	18631006	PAX7	ENSG00000009709	+
chr1	18859682	TAS1R2	ENSG00000179002	-
chr1	18921121	RP13-279N23.2	ENSG00000255275	-
chr1	18902781	ALDH4A1	ENSG00000159423	-
chr1	18956686	IFFO2	ENSG00000169991	-
chr1	19210276	UBR4	ENSG00000127481	-
chr1	19251552	EMC1	ENSG00000127463	-
chr1	19251539	MRTO4	ENSG00000053372	+
chr1	19289250	AKR7A3	ENSG00000162482	-
chr1	19312146	AKR7A2	ENSG00000053371	-
chr1	19312326	PQLC2	ENSG00000040487	+
chr1	19485539	CAPZB	ENSG00000077549	-
chr1	19596977	MINOS1	ENSG00000173436	+
chr1	19596979	MINOS1-NBL1	ENSG00000270136	+
chr1	19640554	NBL1	ENSG00000158747	+
chr1	19665287	HTR6	ENSG00000158748	+
chr1	19799945	TMCO4	ENSG00000162542	-
chr1	19815278	RNF186	ENSG00000178828	-
chr1	19882513	OTUD3	ENSG00000169914	+
chr1	19923617	PLA2G2E	ENSG00000188784	-
chr1	19980416	PLA2G2A	ENSG00000188257	-
chr1	20028179	PLA2G5	ENSG00000127472	+
chr1	20119566	PLA2G2D	ENSG00000117215	-
chr1	20139326	PLA2G2F	ENSG00000158786	+
chr1	20177424	PLA2G2C	ENSG00000187980	-
chr1	20186085	UBXN10	ENSG00000162543	+
chr1	20290919	VWA5B1	ENSG00000158816	+
chr1	20486220	CAMK2N1	ENSG00000162545	-
chr1	20508161	MUL1	ENSG00000090432	-
chr1	20552439	FAM43B	ENSG00000183114	+
chr1	20588948	CDA	ENSG00000158825	+
chr1	20633455	PINK1	ENSG00000158828	+
chr1	20661544	DDOST	ENSG00000244038	-
chr1	20718017	KIF17	ENSG00000117245	-
chr1	20732837	SH2D5	ENSG00000189410	-
chr1	20787323	HP1BP3	ENSG00000127483	-
chr1	21176888	EIF4G3	ENSG00000075151	-
chr1	21345504	ECE1	ENSG00000117298	-
chr1	21440128	NBPF3	ENSG00000142794	+
chr1	21509372	ALPL	ENSG00000162551	+
chr1	21669363	RAP1GAP	ENSG00000076864	-
chr1	21783606	USP48	ENSG00000090686	-
chr1	21812265	LDLRAD2	ENSG00000187942	+
chr1	21937297	HSPG2	ENSG00000142798	-
chr1	21977021	CELA3B	ENSG00000219073	+
chr1	22001656	CELA3A	ENSG00000142789	+
chr1	22052627	CDC42	ENSG00000070831	+
chr1	22143969	WNT4	ENSG00000162552	-
chr1	22451851	ZBTB40	ENSG00000184677	+
chr1	22563564	EPHA8	ENSG00000070886	+
chr1	22636506	C1QA	ENSG00000173372	+
chr1	22643630	C1QC	ENSG00000159189	+
chr1	22652762	C1QB	ENSG00000173369	+
chr1	22710839	EPHB2	ENSG00000133216	+
chr1	22965338	LACTBL1	ENSG00000215906	-
chr1	23015850	C1orf234	ENSG00000227868	-
chr1	23019448	KDM1A	ENSG00000004487	+
chr1	23177808	LUZP1	ENSG00000169641	-
chr1	23194729	HTR1D	ENSG00000179546	-
chr1	23344336	HNRNPR	ENSG00000125944	-
chr1	23369442	ZNF436	ENSG00000125945	-
chr1	23424740	TCEA3	ENSG00000204219	-
chr1	23484568	ASAP3	ENSG00000088280	-
chr1	23531220	E2F2	ENSG00000007968	-
chr1	23559794	ID3	ENSG00000117318	-
chr1	23581495	MDS2	ENSG00000197880	+
chr1	23691779	RPL11	ENSG00000142676	+
chr1	23743155	TCEB3	ENSG00000011007	+
chr1	23778405	PITHD1	ENSG00000057757	+
chr1	23790970	LYPLA2	ENSG00000011009	+
chr1	23800804	GALE	ENSG00000117308	-
chr1	23838620	HMGCL	ENSG00000117305	-
chr1	23868294	FUCA1	ENSG00000179163	-
chr1	23913362	CNR2	ENSG00000188822	-
chr1	23959109	PNRC2	ENSG00000189266	+
chr1	23980927	SRSF10	ENSG00000188529	-
chr1	24112175	MYOM3	ENSG00000142661	-
chr1	24143121	IL22RA1	ENSG00000142677	-
chr1	24187959	IFNLR1	ENSG00000185436	-
chr1	24319322	GRHL3	ENSG00000158055	+
chr1	24416934	STPG1	ENSG00000001460	-
chr1	24415794	NIPAL3	ENSG00000001461	+
chr1	24502351	RCAN3	ENSG00000117602	+
chr1	24556111	NCMAP	ENSG00000184454	+
chr1	24631716	SRRM1	ENSG00000133226	+
chr1	24745357	CLIC4	ENSG00000169504	+
chr1	24965121	RUNX3	ENSG00000020633	-
chr1	25232502	SYF2	ENSG00000117614	-
chr1	25338213	RSRP1	ENSG00000117616	-
chr1	25272393	RHD	ENSG00000187010	+
chr1	25337917	TMEM50A	ENSG00000183726	+
chr1	25430192	RHCE	ENSG00000188672	-
chr1	25430858	TMEM57	ENSG00000204178	+
chr1	25543580	LDLRAP1	ENSG00000157978	+
chr1	25617468	MAN1C1	ENSG00000117643	+
chr1	25800176	SELENON	ENSG00000162430	+
chr1	25811470	RP1-317E23.6	ENSG00000255054	+
chr1	25818640	MTFR1L	ENSG00000117640	+
chr1	25859458	AUNIP	ENSG00000127423	-
chr1	25871253	PAQR7	ENSG00000182749	-
chr1	25906991	STMN1	ENSG00000117632	-
chr1	25998157	PAFAH2	ENSG00000158006	-
chr1	26019884	EXTL1	ENSG00000158008	+
chr1	26046133	SLC30A2	ENSG00000158014	-
chr1	26068436	TRIM63	ENSG00000158022	-
chr1	26111165	PDIK1L	ENSG00000175087	+
chr1	26159020	FAM110D	ENSG00000197245	+
chr1	26168581	RP11-96L14.8	ENSG00000282872	-
chr1	26171821	RP11-96L14.7	ENSG00000236782	-
chr1	26169871	ZNF593	ENSG00000142684	+
chr1	26177403	CNKSR1	ENSG00000142675	+
chr1	26190561	CATSPER4	ENSG00000188782	+
chr1	26234153	CEP85	ENSG00000130695	+
chr1	26279176	SH3BGRL3	ENSG00000142669	+
chr1	26318363	UBXN11	ENSG00000158062	-
chr1	26317957	CD52	ENSG00000169442	+
chr1	26354130	AIM1L	ENSG00000176092	-
chr1	26374522	ZNF683	ENSG00000176083	-
chr1	26410778	LIN28A	ENSG00000131914	+
chr1	26432282	DHDDS	ENSG00000117682	+
chr1	26472450	HMGN2	ENSG00000198830	+
chr1	26529761	RPS6KA1	ENSG00000117676	+
chr1	26693236	ARID1A	ENSG00000117713	+
chr1	26787472	PIGV	ENSG00000060642	+
chr1	26826710	ZDHHC18	ENSG00000204160	+
chr1	26863138	SFN	ENSG00000175793	+
chr1	26890297	GPN2	ENSG00000142751	-
chr1	26900466	GPATCH3	ENSG00000198746	-
chr1	26900238	NUDC	ENSG00000090273	+
chr1	26913966	NR0B2	ENSG00000131910	-
chr1	26960406	KDF1	ENSG00000175707	-
chr1	26993707	TRNP1	ENSG00000253368	+
chr1	27012836	FAM46B	ENSG00000158246	-
chr1	27166981	SLC9A1	ENSG00000090020	-
chr1	27234516	WDTC1	ENSG00000142784	+
chr1	27322145	TMEM222	ENSG00000186501	+
chr1	27342020	SYTL1	ENSG00000142765	+
chr1	27366892	MAP3K6	ENSG00000142733	-
chr1	27374824	FCN3	ENSG00000142748	-
chr1	27383380	CD164L2	ENSG00000174950	-
chr1	27392644	GPR3	ENSG00000181773	+
chr1	27490158	WASF2	ENSG00000158195	-
chr1	27604431	AHDC1	ENSG00000126705	-
chr1	27635277	FGR	ENSG00000000938	-
chr1	27672218	IFI6	ENSG00000126709	-
chr1	27725979	FAM76A	ENSG00000009780	+
chr1	27773183	STX12	ENSG00000117758	+
chr1	27830778	PPP1R8	ENSG00000117751	+
chr1	27872543	THEMIS2	ENSG00000130775	+
chr1	27914746	RPA2	ENSG00000117748	-
chr1	27934993	SMPDL3B	ENSG00000130768	+
chr1	27959462	XKR8	ENSG00000158156	+
chr1	28088696	EYA3	ENSG00000158161	-
chr1	28193936	PTAFR	ENSG00000169403	-
chr1	28233025	DNAJC8	ENSG00000126698	-
chr1	28236109	ATPIF1	ENSG00000130770	+
chr1	28259527	SESN2	ENSG00000130766	+
chr1	28329002	MED18	ENSG00000130772	+
chr1	28369582	PHACTR4	ENSG00000204138	+
chr1	28505943	RCC1	ENSG00000180198	+
chr1	28553085	TRNAU1AP	ENSG00000180098	+
chr1	28643085	TAF12	ENSG00000120656	-
chr1	28592200	RAB42	ENSG00000188060	+
chr1	28668732	GMEB1	ENSG00000162419	+
chr1	28736621	YTHDF2	ENSG00000198492	+
chr1	28812142	OPRD1	ENSG00000116329	+
chr1	28887091	EPB41	ENSG00000159023	+
chr1	29123935	TMEM200B	ENSG00000253304	-
chr1	29181987	SRSF4	ENSG00000116350	-
chr1	29230942	MECR	ENSG00000116353	-
chr1	29236516	PTPRU	ENSG00000060656	+
chr1	30723587	MATN1	ENSG00000162510	-
chr1	30757820	LAPTM5	ENSG00000162511	-
chr1	30908761	SDC3	ENSG00000162512	-
chr1	31065991	PUM1	ENSG00000134644	-
chr1	31239554	NKAIN1	ENSG00000084628	-
chr1	31296782	SNRNP40	ENSG00000060688	-
chr1	31296982	ZCCHC17	ENSG00000121766	+
chr1	31376850	FABP3	ENSG00000121769	-
chr1	31409565	SERINC2	ENSG00000168528	+
chr1	31576485	TINAGL1	ENSG00000142910	+
chr1	31617686	HCRTR1	ENSG00000121764	+
chr1	31644896	PEF1	ENSG00000162517	-
chr1	31704319	COL16A1	ENSG00000084636	-
chr1	31764893	ADGRB2	ENSG00000121753	-
chr1	31816051	SPOCD1	ENSG00000134668	-
chr1	31944856	PTP4A2	ENSG00000184007	-
chr1	32013829	KHDRBS1	ENSG00000121774	+
chr1	32072031	TMEM39B	ENSG00000121775	+
chr1	32108038	KPNA6	ENSG00000025800	+
chr1	32179686	TXLNA	ENSG00000084652	+
chr1	32200386	CCDC28B	ENSG00000160050	+
chr1	32205661	IQCC	ENSG00000160051	+
chr1	32209094	DCDC2B	ENSG00000222046	+
chr1	32222359	TMEM234	ENSG00000160055	-
chr1	32221928	EIF3I	ENSG00000084623	+
chr1	32247233	FAM167B	ENSG00000183615	+
chr1	32251239	LCK	ENSG00000182866	+
chr1	32292086	HDAC1	ENSG00000116478	+
chr1	32336379	MARCKSL1	ENSG00000175130	-
chr1	32351521	TSSK3	ENSG00000162526	+
chr1	32364278	FAM229A	ENSG00000225828	-
chr1	32394731	BSDC1	ENSG00000160058	-
chr1	32465057	RP1-27O5.3	ENSG00000254553	+
chr1	32465069	ZBTB8B	ENSG00000273274	+
chr1	32539427	ZBTB8A	ENSG00000160062	+
chr1	32650903	ZBTB8OS	ENSG00000176261	-
chr1	32651142	RBBP4	ENSG00000162521	+
chr1	32703596	SYNC	ENSG00000162520	-
chr1	32741885	KIAA1522	ENSG00000162522	+
chr1	32818153	YARS	ENSG00000134684	-
chr1	32816767	S100PBP	ENSG00000116497	+
chr1	32872482	FNDC5	ENSG00000160097	-
chr1	32885994	HPCA	ENSG00000121905	+
chr1	32901438	TMEM54	ENSG00000121900	-
chr1	32964685	RNF19B	ENSG00000116514	-
chr1	33080996	AK2	ENSG00000004455	-
chr1	33081104	AZIN2	ENSG00000142920	+
chr1	33182059	TRIM62	ENSG00000116525	-
chr1	33256545	ZNF362	ENSG00000160094	+
chr1	33321098	A3GALT2	ENSG00000184389	-
chr1	33431052	PHC2	ENSG00000134686	-
chr1	33472645	ZSCAN20	ENSG00000121903	+
chr1	34165842	CSMD2	ENSG00000121904	-
chr1	33860475	HMGB4	ENSG00000176256	+
chr1	34166883	C1orf94	ENSG00000142698	+
chr1	34859816	SMIM12	ENSG00000163866	-
chr1	34755047	GJB5	ENSG00000189280	+
chr1	34759741	GJB4	ENSG00000189433	+
chr1	34781189	GJB3	ENSG00000188910	+
chr1	34792998	GJA4	ENSG00000187513	+
chr1	34929585	DLGAP3	ENSG00000116544	-
chr1	35031741	RP11-244H3.4	ENSG00000271741	-
chr1	34985353	TMEM35B	ENSG00000243749	-
chr1	35031968	ZMYM6	ENSG00000163867	-
chr1	35059786	ZMYM1	ENSG00000197056	+
chr1	35193148	SFPQ	ENSG00000116560	-
chr1	35268967	ZMYM4	ENSG00000146463	+
chr1	35557950	KIAA0319L	ENSG00000142687	-
chr1	35557473	NCDN	ENSG00000020129	+
chr1	35573370	TFAP2E	ENSG00000116819	+
chr1	35641844	PSMB2	ENSG00000126067	-
chr1	35719472	C1orf216	ENSG00000142686	-
chr1	35769967	CLSPN	ENSG00000092853	-
chr1	35808172	AGO4	ENSG00000134698	+
chr1	35869808	AGO1	ENSG00000092847	+
chr1	35930718	AGO3	ENSG00000126070	+
chr1	36084075	TEKT2	ENSG00000092850	+
chr1	36088875	ADPRHL2	ENSG00000116863	+
chr1	36125220	COL8A2	ENSG00000171812	-
chr1	36156053	TRAPPC3	ENSG00000054116	-
chr1	36155579	MAP7D1	ENSG00000116871	+
chr1	36224416	THRAP3	ENSG00000054118	+
chr1	36306387	SH3D21	ENSG00000214193	+
chr1	36324154	EVA1B	ENSG00000142694	-
chr1	36385896	STK40	ENSG00000196182	-
chr1	36397892	LSM10	ENSG00000181817	-
chr1	36450451	OSCP1	ENSG00000116885	-
chr1	36464437	MRPS15	ENSG00000116898	-
chr1	36483278	CSF3R	ENSG00000119535	-
chr1	37034129	GRIK3	ENSG00000163873	-
chr1	37474552	ZC3H12A	ENSG00000163874	+
chr1	37514774	MEAF6	ENSG00000163875	-
chr1	37554302	SNIP1	ENSG00000163877	-
chr1	37556919	DNALI1	ENSG00000163879	+
chr1	37595935	GNL2	ENSG00000134697	-
chr1	37634923	RSPO1	ENSG00000169218	-
chr1	37692249	C1orf109	ENSG00000116922	-
chr1	37692418	CDCA8	ENSG00000134690	+
chr1	37765133	EPHA10	ENSG00000183317	-
chr1	37793802	MANEAL	ENSG00000185090	+
chr1	37808185	YRDC	ENSG00000196449	-
chr1	37806979	C1orf122	ENSG00000197982	+
chr1	37859620	MTF1	ENSG00000188786	-
chr1	37947057	INPP5B	ENSG00000204084	-
chr1	37990921	SF3A3	ENSG00000183431	-
chr1	38005606	FHL3	ENSG00000183386	-
chr1	38009258	UTP11	ENSG00000183520	+
chr1	38046794	POU3F1	ENSG00000185668	-
chr1	38859823	RRAGC	ENSG00000116954	-
chr1	38874105	MYCBP	ENSG00000214114	-
chr1	38881617	RP5-864K19.6	ENSG00000274944	-
chr1	38881587	GJA9	ENSG00000131233	-
chr1	38941799	RHBDL2	ENSG00000158315	-
chr1	38991223	AKIRIN1	ENSG00000174574	+
chr1	39026318	NDUFS5	ENSG00000168653	+
chr1	39081316	MACF1	ENSG00000127603	+
chr1	39491646	BMP8A	ENSG00000183682	+
chr1	39576790	PABPC4	ENSG00000090621	-
chr1	39639945	HEYL	ENSG00000163909	-
chr1	39672038	NT5C1A	ENSG00000116981	-
chr1	39691689	HPCAL4	ENSG00000116983	-
chr1	39692182	PPIE	ENSG00000084072	+
chr1	39788861	BMP8B	ENSG00000116985	-
chr1	39771348	OXCT2	ENSG00000198754	-
chr1	39883511	TRIT1	ENSG00000043514	-
chr1	39902256	MYCL	ENSG00000116990	-
chr1	39955112	MFSD2A	ENSG00000168389	+
chr1	40040233	CAP1	ENSG00000131236	+
chr1	40097703	PPT1	ENSG00000131238	-
chr1	40161373	RLF	ENSG00000117000	+
chr1	40245947	TMCO2	ENSG00000188800	+
chr1	40258107	ZMPSTE24	ENSG00000084073	+
chr1	40317816	COL9A2	ENSG00000049089	-
chr1	40344850	SMAP2	ENSG00000084070	+
chr1	40450102	ZFP69B	ENSG00000187801	+
chr1	40477215	ZFP69	ENSG00000187815	+
chr1	40508741	EXO5	ENSG00000164002	+
chr1	40531561	ZNF684	ENSG00000117010	+
chr1	40665657	RIMS3	ENSG00000117016	-
chr1	40691648	NFYC	ENSG00000066136	+
chr1	40784012	KCNQ4	ENSG00000117013	+
chr1	40862366	CITED4	ENSG00000179862	-
chr1	40979335	CTPS1	ENSG00000171793	+
chr1	41023237	SLFNL1	ENSG00000171790	-
chr1	41242154	SCMH1	ENSG00000010803	-
chr1	41361922	FOXO6	ENSG00000204060	+
